lead_time,no_of_special_requests,avg_price_per_room,arrival_month,arrival_date,market_segment_type,no_of_week_nights,no_of_weekend_nights,type_of_meal_plan,room_type_reserved,booking_status
121,0,85.0,6,16,3,3,0,3,0,1
43,2,80.39,6,8,4,1,0,0,0,1
4,3,122.0,8,17,4,3,1,0,0,1
55,1,68.07,11,24,4,3,2,0,0,1
24,1,99.33,5,12,4,3,0,3,0,1
42,2,88.0,11,2,4,2,0,3,0,1
87,2,93.6,12,16,4,2,0,0,0,1
4,0,85.0,9,19,3,0,1,3,0,1
51,0,75.0,11,16,3,4,0,0,0,1
178,1,99.45,8,10,4,4,0,0,0,1
223,2,90.95,8,30,4,4,0,0,0,0
33,1,0.0,4,18,4,2,1,0,0,1
57,1,111.6,5,18,4,2,0,3,0,1
64,4,120.15,9,5,4,1,1,0,0,1
37,1,83.9,3,7,4,2,1,0,0,1
12,0,91.0,2,18,4,3,1,0,0,1
6,0,41.0,2,3,2,1,0,0,0,1
29,2,101.52,3,5,4,3,2,0,3,1
45,0,167.4,12,30,4,1,0,0,3,0
68,2,75.9,11,14,4,3,1,3,0,1
93,0,125.33,10,22,4,2,2,0,3,0
13,0,96.0,12,5,4,0,1,0,0,1
37,0,135.9,8,21,4,1,2,0,0,1
171,1,104.39,7,20,4,10,4,0,0,0
84,1,132.3,10,17,4,5,2,0,3,1
166,0,107.95,7,24,3,2,2,1,3,0
5,0,95.0,4,20,0,3,0,0,0,1
57,2,82.45,3,11,4,2,2,0,3,1
42,0,60.0,11,5,3,3,0,0,3,1
45,0,126.0,10,3,4,2,1,0,0,0
156,0,96.3,6,26,4,0,1,0,0,0
100,1,89.25,10,15,4,3,1,0,0,1
39,2,94.5,10,4,4,2,2,0,0,1
26,0,118.5,10,26,4,1,0,0,0,0
56,1,126.9,5,30,4,2,1,0,0,1
18,0,73.95,1,12,4,2,0,0,0,1
8,1,75.81,10,31,4,5,2,0,0,1
104,0,80.75,5,5,3,3,2,0,0,1
95,1,103.29,5,6,3,2,0,0,3,0
9,2,171.0,8,8,4,2,1,0,0,1
23,1,130.0,9,8,4,2,0,0,0,1
220,1,115.6,9,16,3,2,1,0,3,0
0,0,106.0,2,13,4,1,0,0,3,1
118,0,86.0,3,1,3,1,0,0,0,1
4,0,87.0,2,7,3,0,2,0,0,1
74,1,85.5,4,25,4,2,1,0,0,1
16,1,89.89,12,3,4,2,2,0,0,1
52,1,122.4,12,29,4,3,0,0,0,1
2,2,211.0,4,30,4,1,1,0,5,1
0,2,0.0,1,5,1,3,0,0,3,1
7,2,121.0,11,13,4,3,2,0,3,1
207,3,76.5,8,21,4,3,2,0,0,1
1,1,45.0,1,22,3,1,0,0,0,1
36,2,104.0,12,10,4,2,2,0,0,1
62,0,89.24,5,9,3,1,1,0,0,1
41,0,171.2,6,28,3,1,0,0,0,1
82,3,149.4,9,13,4,7,2,0,3,1
269,0,78.88,7,10,3,1,2,0,3,1
23,0,109.0,3,18,4,1,0,0,0,1
199,0,80.75,8,3,4,5,2,3,0,0
112,1,97.75,12,6,4,4,0,0,3,0
187,1,94.5,7,22,4,2,0,3,0,0
180,0,137.7,8,23,4,2,0,0,3,0
1,1,74.95,3,20,4,1,2,3,0,1
68,0,93.6,11,25,4,2,0,0,0,1
28,1,126.0,6,21,4,1,0,0,3,0
5,0,66.0,1,13,3,3,0,0,0,1
93,1,85.5,8,15,4,3,2,0,0,0
141,2,137.7,7,16,4,1,1,0,4,1
75,0,75.0,12,3,3,1,1,0,0,1
1,3,0.0,6,7,1,1,0,0,0,1
24,0,47.0,12,5,2,1,2,0,0,1
22,1,91.0,3,20,4,0,1,0,0,1
0,0,70.0,2,10,2,1,0,0,0,1
5,0,68.0,12,19,4,1,1,3,0,1
84,0,116.1,6,10,4,2,0,3,0,0
56,1,82.44,12,8,4,3,0,0,1,1
6,0,140.0,3,4,4,1,0,0,0,1
132,2,92.02,6,28,4,8,2,0,0,1
12,1,65.0,6,14,2,2,0,0,0,1
188,0,80.75,9,26,3,3,1,0,0,1
84,0,65.0,9,7,2,1,0,0,0,1
159,0,94.5,8,5,4,1,0,3,0,0
72,1,140.4,5,1,4,1,2,0,3,0
34,1,104.4,8,30,4,4,0,0,0,1
207,0,63.75,8,8,3,0,1,3,0,1
106,2,159.3,8,9,4,3,0,0,3,1
214,1,90.95,8,9,4,5,2,0,0,1
109,0,89.75,6,4,3,1,2,0,0,1
6,0,108.72,9,15,4,3,0,0,0,1
13,2,102.33,9,7,4,2,1,3,0,1
69,0,82.0,1,29,3,2,1,0,5,1
45,2,157.68,6,27,4,3,1,1,3,1
4,0,107.0,5,21,3,1,0,0,3,1
11,0,92.4,10,19,4,3,1,0,0,1
57,0,94.5,4,11,4,2,1,3,0,0
24,2,184.33,7,9,4,5,2,0,3,1
108,1,86.4,6,26,4,2,2,0,3,1
76,0,72.25,7,6,3,4,0,0,0,1
0,2,168.0,9,19,4,1,1,3,0,1
3,0,68.0,3,11,3,2,2,0,0,1
10,2,126.5,2,10,4,4,0,0,0,0
0,0,90.0,8,21,4,2,1,0,0,0
20,0,67.5,1,24,4,2,2,0,0,1
53,1,116.1,5,30,4,2,1,3,0,1
75,0,78.0,3,19,4,1,2,0,1,0
181,1,117.73,5,11,4,4,0,0,3,0
198,3,116.1,9,15,4,1,0,3,0,1
7,2,86.12,11,27,4,2,0,0,0,1
0,2,150.0,10,30,4,0,2,0,0,1
4,0,124.36,9,13,4,2,0,0,3,0
56,0,142.2,8,28,4,1,2,0,3,0
109,0,74.89,4,2,4,5,2,0,1,1
46,1,122.4,12,29,4,1,0,0,0,1
165,2,72.25,7,31,3,4,2,0,0,1
73,1,76.5,4,3,4,1,2,3,0,1
17,0,166.0,7,9,4,1,1,0,3,0
73,1,129.96,5,25,4,4,1,0,3,1
11,1,93.0,2,6,4,1,0,0,0,1
71,0,80.75,6,17,3,2,0,0,0,1
1,2,111.0,7,20,4,1,0,0,0,1
206,0,90.95,8,2,4,10,4,0,0,0
41,0,174.0,9,5,4,2,1,0,5,0
83,0,75.0,5,1,3,1,2,0,0,1
8,1,65.0,7,28,2,1,0,0,0,1
49,2,72.25,6,17,3,3,2,3,0,1
19,1,114.73,10,5,4,2,0,0,0,1
110,3,143.1,6,3,4,1,0,0,0,1
32,0,79.2,11,19,4,1,0,3,0,1
62,0,135.9,9,11,4,1,2,0,0,0
209,1,66.53,7,2,4,4,2,0,0,1
72,1,108.0,10,18,4,2,0,3,0,0
64,1,86.4,11,18,4,2,1,0,0,0
0,1,133.0,9,7,4,0,1,0,0,1
49,0,69.11,9,18,4,2,2,0,0,1
61,0,87.3,3,10,4,3,0,0,3,0
20,0,90.0,9,18,3,2,2,0,0,0
7,0,251.5,9,25,4,5,3,0,5,0
8,1,108.57,5,10,4,2,0,0,3,0
7,1,80.0,3,3,2,1,0,0,0,1
2,1,119.0,6,15,2,1,0,0,3,1
184,2,107.1,10,27,4,3,2,0,0,0
60,1,142.13,7,24,4,4,2,0,3,1
24,1,137.33,12,31,4,1,2,0,3,1
4,0,98.1,9,26,3,1,1,0,0,0
1,0,65.0,11,19,2,1,0,0,0,1
112,1,146.7,8,8,4,4,1,0,3,1
21,2,89.14,12,1,4,6,2,0,0,1
0,0,94.0,2,24,4,1,0,3,0,1
89,3,107.1,6,26,4,3,2,0,0,1
40,0,185.28,12,30,4,2,2,0,3,0
221,0,74.44,12,23,4,4,2,0,0,0
6,0,54.0,2,28,3,0,2,0,0,1
5,0,95.0,6,14,2,1,0,0,0,0
31,2,126.9,6,12,4,3,2,0,0,1
0,0,87.2,10,8,4,1,1,3,0,1
31,1,71.52,1,3,4,0,1,0,1,1
34,1,75.54,5,22,4,0,1,3,0,1
30,1,186.22,11,2,4,9,4,0,5,0
35,3,89.28,10,16,3,2,0,0,0,1
143,1,151.2,10,6,4,3,0,0,3,0
3,1,126.0,9,13,4,0,1,0,0,1
105,0,150.3,8,24,4,4,0,0,3,0
15,0,80.46,10,1,4,3,1,0,0,1
7,1,117.0,9,21,3,4,0,1,0,1
123,0,108.3,4,29,4,2,1,0,0,0
83,2,137.7,7,23,4,1,0,0,3,1
0,1,107.0,10,31,4,1,0,0,0,1
61,0,105.3,7,23,4,1,1,0,0,0
80,0,102.6,12,26,4,2,1,0,3,0
109,0,152.1,8,24,4,4,0,0,3,0
58,0,125.1,9,8,4,1,0,3,0,0
55,1,59.28,2,5,4,2,1,0,0,1
76,1,76.5,7,7,4,3,0,0,0,0
17,1,166.0,7,8,4,2,0,0,3,0
48,1,138.6,12,23,4,2,1,0,3,1
193,1,120.7,12,28,4,4,0,0,3,0
78,0,105.3,3,25,4,2,1,0,3,0
190,0,96.3,10,26,4,4,0,0,0,0
136,0,121.5,7,16,4,1,1,0,0,0
277,0,96.3,10,16,4,0,2,0,0,0
73,0,72.0,4,3,4,1,2,3,0,0
22,1,79.0,2,16,4,2,0,3,0,1
90,0,84.45,3,6,4,3,2,0,3,1
51,1,135.9,7,26,4,3,0,0,0,1
14,1,77.78,12,7,4,4,0,3,0,1
3,1,215.6,10,7,4,2,2,0,6,1
43,3,124.1,11,1,4,4,0,1,0,1
141,1,94.5,7,14,4,3,0,3,0,1
74,0,177.3,11,7,4,3,1,0,0,1
147,1,92.08,6,26,4,5,3,0,0,1
47,2,116.5,8,28,4,3,2,1,0,1
7,0,88.0,12,13,2,1,0,0,0,1
23,1,166.0,8,3,4,1,0,0,3,1
50,1,67.5,12,13,3,2,0,0,0,1
1,0,148.04,5,24,4,5,2,0,3,0
175,0,65.83,7,15,4,2,1,3,0,0
91,0,65.0,9,14,2,3,0,0,0,1
68,3,194.4,6,4,4,1,1,0,5,1
113,0,85.0,6,30,4,3,1,0,0,0
2,0,112.2,9,30,3,1,0,1,0,1
140,2,131.7,7,3,4,1,2,0,3,1
20,1,99.0,1,29,4,2,1,0,3,1
250,2,100.3,9,8,4,3,2,0,0,0
59,0,142.2,9,1,4,2,0,0,3,1
11,1,81.0,2,6,4,1,2,3,0,1
42,0,103.5,3,27,4,0,2,0,0,0
0,0,88.0,12,5,4,0,1,3,0,1
94,0,131.4,8,24,4,4,0,0,3,0
71,0,96.3,3,18,4,2,1,0,3,1
193,0,108.9,9,1,4,3,0,0,0,0
23,0,118.98,10,28,4,4,1,0,0,1
1,0,103.71,5,9,4,3,1,0,0,1
0,0,81.55,6,17,4,1,0,3,0,1
8,0,91.45,1,2,4,1,2,0,0,1
43,4,88.4,11,30,4,4,0,0,0,1
1,2,95.0,8,11,4,1,0,0,0,1
131,0,99.9,5,5,4,3,0,0,0,0
1,0,78.52,1,23,4,1,2,0,1,1
64,2,149.0,11,17,4,3,0,0,3,1
1,0,107.0,4,19,3,2,0,0,3,1
34,1,118.96,3,10,4,8,3,0,3,0
349,0,90.0,10,4,4,5,1,0,0,0
60,1,123.98,9,5,4,3,1,0,3,0
9,1,245.0,9,30,4,3,2,0,5,1
4,1,111.0,2,20,4,2,2,0,0,1
4,0,154.0,3,5,4,1,0,1,3,0
41,0,140.4,3,25,4,2,0,0,3,0
208,0,116.1,9,11,4,1,2,3,1,0
0,0,67.0,4,1,2,1,0,0,0,1
68,0,110.5,4,23,4,2,2,0,0,0
1,1,0.0,9,1,1,1,0,0,0,1
6,2,137.0,4,5,4,1,0,0,0,1
28,1,87.01,10,19,4,1,0,3,0,1
23,0,102.0,1,2,3,1,2,1,0,1
1,1,99.0,7,20,4,1,0,3,0,1
143,2,101.54,4,23,4,4,2,0,3,0
13,1,151.0,8,6,4,1,0,0,0,1
43,0,126.6,4,27,4,3,0,0,3,1
172,1,90.5,7,29,3,3,2,1,0,1
31,1,117.3,3,2,4,4,0,0,3,1
136,0,107.95,8,7,4,5,2,0,0,0
0,0,80.75,4,10,3,3,2,0,0,1
65,2,118.8,10,17,4,3,1,0,0,1
87,0,72.25,7,11,3,6,3,0,0,1
0,0,107.42,9,9,4,1,0,3,0,1
1,1,120.0,3,10,4,1,0,0,0,1
12,0,220.0,8,19,4,1,0,0,5,0
30,1,135.9,5,21,4,1,0,0,0,1
0,0,135.0,12,31,4,1,0,0,0,1
18,1,133.0,9,22,4,3,0,0,0,1
64,1,85.93,10,25,4,2,0,0,3,1
0,1,0.0,12,11,1,1,0,0,0,1
53,2,74.8,12,17,4,5,2,3,0,1
45,2,159.3,6,17,4,2,0,0,3,1
160,2,145.8,9,30,4,1,0,0,0,0
0,0,0.0,3,3,1,1,0,0,3,1
94,0,96.3,4,8,4,2,1,0,0,0
5,0,89.0,6,22,2,1,0,0,0,1
42,1,127.79,3,12,4,5,2,1,3,1
50,1,74.8,11,15,4,4,0,3,0,1
102,2,119.7,8,19,4,2,1,0,0,1
5,0,58.0,12,9,3,3,0,0,0,1
3,2,89.0,4,19,4,1,0,3,0,1
62,2,93.6,11,22,4,3,0,0,0,1
221,2,90.95,10,22,4,3,2,0,0,1
208,0,112.5,10,22,4,3,2,0,0,0
0,0,130.0,6,10,4,1,0,0,0,1
20,1,169.0,7,1,4,1,0,0,0,0
29,0,139.0,10,21,4,2,0,0,0,0
20,2,104.0,11,24,4,3,0,0,0,1
1,0,90.0,9,14,3,2,1,0,0,1
20,1,109.0,6,8,4,1,0,3,0,1
9,0,89.0,4,8,4,1,0,3,0,0
5,0,108.0,1,28,4,3,1,0,3,1
30,1,111.6,9,21,4,3,1,0,0,1
134,0,124.2,11,13,4,1,2,1,0,0
183,0,100.0,9,8,3,3,0,0,0,1
0,0,65.0,11,3,2,3,0,0,0,1
106,1,95.0,5,29,3,0,1,0,0,1
253,3,89.25,9,12,4,5,2,0,0,1
0,2,129.0,6,18,4,1,0,3,0,1
6,1,124.0,3,17,4,2,0,0,3,1
147,2,103.7,7,1,4,2,2,0,3,1
4,0,65.0,11,9,2,0,1,0,0,1
121,0,90.95,6,4,3,2,2,0,3,1
88,1,82.45,3,30,4,5,2,0,0,1
50,0,118.8,10,4,4,3,0,0,0,0
64,1,71.83,3,22,3,4,0,0,0,1
78,1,99.15,3,25,4,2,2,0,4,1
43,0,66.43,2,23,4,5,0,0,1,0
23,0,69.0,12,9,4,4,1,0,0,1
101,0,140.7,7,31,4,1,2,0,3,1
40,0,40.67,2,6,3,1,2,0,0,1
11,0,124.0,12,6,4,1,0,0,0,1
77,0,107.95,4,16,4,2,2,0,3,0
23,0,128.49,5,21,4,4,2,0,1,0
49,0,78.3,3,4,4,2,1,0,0,0
181,0,124.2,12,14,4,2,0,1,0,1
2,1,68.5,12,12,4,5,1,3,0,1
17,0,75.0,10,5,3,2,1,0,3,1
228,1,77.23,6,26,4,3,2,0,0,1
160,0,94.5,7,14,4,3,0,3,0,0
211,0,90.95,8,25,4,3,1,0,0,0
142,1,116.95,8,8,4,4,1,0,0,1
129,2,80.75,5,13,3,2,1,0,0,1
76,2,110.5,4,16,4,2,2,0,0,1
148,0,72.25,8,21,3,1,2,0,0,1
140,1,82.73,5,25,4,4,1,0,0,1
86,0,174.0,12,8,4,3,0,0,5,0
175,0,78.88,10,27,3,3,2,0,3,1
32,0,148.28,10,10,4,3,1,0,3,0
19,0,58.0,12,26,3,1,2,0,0,1
44,2,120.6,9,12,4,1,2,0,0,1
203,0,96.3,8,9,4,3,0,0,0,0
41,0,72.38,2,18,4,3,0,0,1,1
18,0,156.0,6,11,4,1,0,0,3,0
97,0,80.75,10,30,3,1,2,0,0,0
0,0,75.0,8,11,4,1,0,0,0,1
33,1,80.82,2,15,4,4,1,0,0,1
68,3,132.3,10,10,4,2,1,0,3,1
57,1,64.67,12,12,4,4,1,0,0,1
146,3,178.2,6,12,4,1,2,0,5,1
2,1,174.0,9,9,4,3,0,0,5,1
1,0,129.0,5,12,4,1,0,3,0,1
48,2,94.5,10,18,4,3,2,0,0,1
23,1,119.0,9,26,4,3,1,3,0,0
12,0,230.0,2,14,4,3,2,1,5,0
64,1,48.51,3,11,4,2,1,3,0,1
38,0,125.1,8,21,4,0,1,3,0,0
151,0,63.75,8,5,3,2,1,3,0,1
100,0,129.6,9,1,4,3,1,0,0,0
61,0,60.0,11,21,3,2,2,0,3,1
3,0,181.0,3,21,4,1,1,0,5,1
136,1,105.3,5,6,4,2,0,0,0,1
159,0,149.6,12,30,4,2,2,0,5,1
81,2,123.0,10,21,4,4,2,0,3,0
76,2,76.5,7,7,4,3,0,0,0,1
18,2,69.0,12,1,4,2,0,0,0,1
188,1,84.82,8,25,4,3,2,0,1,1
36,0,126.0,9,5,4,0,1,0,0,0
11,1,140.0,11,10,4,1,0,3,0,0
0,0,95.0,10,17,2,1,1,0,0,1
0,0,79.0,1,25,2,0,1,0,0,1
16,1,58.45,11,25,4,3,2,0,0,0
22,1,138.0,8,1,4,0,1,0,0,1
91,0,117.9,8,21,4,0,2,0,0,1
20,1,99.0,1,21,4,2,0,0,3,1
89,0,186.3,7,21,4,2,0,0,5,0
20,2,124.0,9,22,4,3,0,0,0,1
58,0,159.3,5,18,4,1,0,0,3,0
20,0,77.71,11,11,4,5,2,3,0,0
34,0,80.75,9,18,3,2,2,0,0,1
3,1,75.0,7,14,3,1,0,3,0,1
38,0,171.0,3,23,4,2,0,0,5,0
31,0,144.9,3,24,4,2,0,0,3,0
1,0,90.0,3,11,2,1,0,0,0,1
42,1,141.3,6,26,4,0,2,0,3,1
91,0,80.0,9,30,4,2,1,0,0,0
84,0,106.25,5,19,3,5,2,1,0,0
56,0,82.45,3,6,4,5,2,0,3,0
30,3,198.9,6,18,4,1,2,0,5,1
2,1,101.0,4,3,4,0,2,0,0,1
103,0,125.0,12,31,3,2,2,0,0,1
2,0,91.38,11,25,4,4,2,0,0,1
69,1,153.05,10,16,4,3,2,0,5,1
34,1,165.6,3,15,4,5,0,1,3,1
57,3,112.8,12,27,4,3,0,0,0,1
148,2,133.45,7,21,4,3,2,0,0,1
26,0,75.0,10,18,3,1,2,0,3,1
3,1,119.0,4,28,4,1,0,3,0,1
6,0,75.0,12,13,2,1,0,0,0,1
9,2,159.0,8,15,4,2,1,0,0,1
4,1,91.0,2,11,4,2,0,0,0,1
3,1,100.5,11,19,4,1,1,3,0,1
175,1,100.66,8,16,4,5,2,0,0,0
230,1,109.65,9,18,4,2,2,0,0,0
8,2,187.43,9,23,4,5,2,0,0,1
219,2,168.3,8,18,4,1,0,0,5,0
70,2,130.05,4,10,4,3,2,0,3,1
4,0,111.0,4,1,4,2,0,0,0,0
43,0,83.2,12,6,4,5,1,0,0,0
0,0,75.0,12,15,2,1,0,0,0,1
72,0,75.82,11,14,4,10,3,3,0,0
58,0,120.0,4,28,4,3,0,0,0,0
40,1,149.4,9,27,4,2,0,0,3,0
43,2,108.0,10,10,4,2,1,3,0,1
25,0,139.0,7,9,4,1,2,3,0,0
105,0,83.05,12,26,4,1,1,0,0,1
0,0,0.0,6,24,4,2,0,0,0,1
96,1,87.3,4,18,4,2,1,0,0,1
119,0,94.5,5,6,4,2,0,3,0,0
131,0,177.3,7,15,4,1,0,0,5,0
4,0,86.0,1,6,4,1,0,3,0,1
13,2,124.0,9,22,4,3,0,0,0,1
1,0,75.0,12,15,2,1,0,0,0,1
63,1,103.87,4,25,4,4,1,0,0,1
244,0,80.7,12,30,4,2,1,3,0,0
228,1,90.1,9,10,4,2,2,3,0,1
25,1,65.0,9,5,2,0,1,0,0,1
2,1,123.68,11,21,4,3,1,1,0,1
201,1,127.0,5,24,4,2,0,0,0,0
24,2,154.0,10,28,4,2,0,0,3,1
0,0,82.66,10,10,4,0,1,3,0,1
0,2,152.0,9,9,4,3,0,0,0,1
1,0,65.6,12,27,4,1,0,3,0,1
109,0,80.75,5,22,3,1,2,0,0,1
109,1,97.75,4,28,4,3,2,0,0,1
30,1,92.9,3,8,4,4,0,0,0,1
3,0,142.0,10,19,2,1,1,0,0,1
41,1,120.0,4,28,4,3,0,0,0,1
64,0,94.5,7,25,4,0,1,3,0,1
58,0,80.3,3,4,4,2,0,0,0,1
119,0,90.9,4,15,4,2,0,0,0,0
40,2,152.33,3,24,4,3,1,0,3,1
333,0,73.95,12,21,4,4,0,0,0,0
71,0,112.5,6,30,4,1,0,0,0,0
5,3,104.0,4,12,2,3,0,0,0,1
1,2,90.0,8,7,4,2,2,0,0,1
184,1,162.9,10,25,4,4,0,0,5,0
16,1,112.42,6,4,4,1,1,0,3,1
61,1,89.75,4,30,3,1,1,0,0,1
8,2,128.0,3,30,4,1,0,0,0,1
9,1,0.0,9,7,1,1,0,0,1,1
41,0,68.0,11,27,3,2,2,0,0,1
0,2,0.0,7,22,1,2,0,0,4,1
280,2,78.3,12,6,4,3,0,0,0,0
3,0,117.33,8,17,4,2,1,0,0,1
1,0,104.0,6,12,4,0,2,3,0,1
33,1,75.6,10,7,3,3,0,0,0,1
70,2,165.63,7,14,4,3,1,0,6,1
0,0,136.0,2,15,4,1,1,0,3,1
15,0,80.0,1,26,2,2,0,0,0,1
7,0,104.0,6,1,2,2,0,0,0,1
89,1,90.95,4,18,4,3,1,0,0,1
23,0,96.3,10,9,3,1,0,0,3,1
10,1,80.0,8,28,4,1,0,0,0,0
7,1,150.0,8,16,4,2,0,0,0,1
29,2,149.1,10,31,4,3,1,1,0,1
73,1,107.95,4,9,4,2,2,0,3,0
6,1,180.0,8,7,4,2,2,0,0,1
49,1,124.4,10,30,4,3,2,0,3,0
7,2,0.0,11,10,1,2,0,0,0,1
2,2,225.0,8,6,4,1,1,0,5,1
22,1,139.0,9,26,4,1,1,0,0,1
48,0,43.5,11,10,3,4,0,0,0,1
0,0,149.0,4,30,4,1,0,0,0,1
75,0,135.0,10,11,4,5,0,0,0,0
33,2,207.9,9,10,4,2,2,0,5,1
8,2,117.67,9,3,4,3,0,0,0,1
104,1,69.3,11,12,4,3,2,0,0,1
57,1,139.5,10,14,4,2,0,0,3,0
78,0,96.3,4,8,4,2,1,0,0,1
98,1,124.25,7,25,4,1,1,0,3,0
85,0,73.95,3,17,4,3,2,0,0,1
74,0,135.9,8,28,4,0,1,0,0,1
20,1,100.1,11,6,4,0,1,0,3,1
19,1,118.0,9,6,4,2,0,3,0,1
66,1,152.15,5,9,4,3,1,1,0,1
5,1,159.0,9,15,4,1,0,0,0,1
34,1,67.5,2,6,4,2,2,0,0,0
12,0,65.0,10,19,2,1,0,0,0,1
101,2,90.0,11,18,4,2,0,0,0,0
1,1,120.0,10,22,4,1,0,3,0,1
63,1,92.28,5,16,4,3,1,0,0,1
35,0,53.72,3,11,4,2,0,3,0,1
1,0,109.0,2,9,4,1,0,0,0,1
59,2,80.3,3,2,4,3,0,0,0,1
44,1,103.05,10,15,4,2,0,0,0,0
8,0,95.0,5,12,3,2,0,0,0,1
41,1,79.2,12,21,4,3,0,3,0,1
180,1,90.95,7,13,4,4,0,0,0,1
88,1,85.5,4,3,4,0,2,3,0,0
262,1,100.3,10,7,4,3,2,0,0,0
51,1,108.0,10,5,4,2,0,3,0,0
3,0,131.0,12,9,4,1,0,0,3,1
101,1,69.5,2,18,4,3,0,3,0,1
89,0,80.75,10,8,3,2,2,0,0,0
42,0,131.4,3,22,4,1,0,0,3,1
36,1,126.0,9,1,4,1,0,0,0,0
65,1,126.0,12,3,4,1,0,0,3,1
107,1,80.75,5,29,4,1,2,0,0,0
37,0,126.9,5,21,4,2,2,0,0,0
77,0,90.95,3,20,4,2,2,0,3,1
104,0,68.42,4,19,4,3,0,0,0,1
4,0,92.0,3,7,3,0,1,1,0,1
30,0,117.9,5,23,4,1,1,0,0,0
50,1,108.0,11,3,4,3,1,0,0,0
283,2,110.7,12,23,4,2,1,0,3,1
44,2,137.14,4,29,4,2,2,0,0,1
31,0,103.5,4,15,4,2,0,3,0,0
0,1,0.0,10,12,1,1,1,0,0,1
0,0,0.0,12,16,1,1,0,0,0,1
0,0,155.0,9,3,4,1,0,0,5,1
6,2,97.02,5,23,4,1,1,0,0,1
39,1,89.3,1,17,4,0,2,0,3,1
0,0,149.0,9,2,4,1,0,3,0,1
90,1,82.45,4,4,4,3,1,0,0,1
0,1,155.0,5,20,4,1,0,0,0,1
1,1,66.3,2,17,4,1,0,0,3,1
27,0,231.0,7,6,4,2,0,0,5,0
48,2,131.72,11,5,4,1,2,0,3,1
87,0,89.25,9,18,4,2,1,0,0,0
44,1,259.2,8,10,4,1,0,1,5,1
142,0,130.05,7,12,4,5,0,0,3,0
30,0,156.9,12,22,4,3,1,0,5,1
156,1,72.25,7,16,3,2,2,0,0,1
192,0,19.15,9,25,4,3,2,0,0,0
46,2,126.9,5,7,4,1,2,0,0,1
22,1,90.95,11,17,4,3,0,0,0,1
91,0,102.06,10,17,4,2,1,0,0,0
9,0,139.0,9,19,4,1,1,3,0,1
42,2,162.5,8,21,4,5,4,0,3,1
127,1,81.96,6,29,4,5,2,3,0,1
82,1,74.15,4,25,4,0,1,0,0,0
8,1,99.0,5,25,4,1,0,3,0,1
179,0,80.75,7,18,4,3,1,3,0,0
29,0,73.08,3,2,4,4,0,3,0,0
250,1,99.3,9,3,4,1,2,0,0,1
1,1,127.0,6,27,4,0,1,3,0,1
50,0,181.8,8,30,4,3,0,0,5,1
6,0,132.0,7,2,4,1,1,3,0,0
0,0,210.0,7,13,4,1,0,1,0,0
16,0,165.67,3,25,4,2,1,0,0,0
2,0,147.0,3,31,4,2,0,0,3,1
149,0,127.5,7,20,4,3,0,0,0,0
1,0,198.0,9,22,3,2,0,0,3,1
71,1,79.2,12,8,4,1,0,3,0,1
61,1,95.66,9,1,4,5,2,3,0,1
2,1,81.0,12,15,4,1,0,0,0,1
18,0,50.33,2,22,3,5,1,0,0,1
12,0,154.0,9,5,4,2,1,0,3,0
102,2,89.25,5,1,4,2,2,0,0,1
15,1,116.75,9,9,4,4,0,0,0,1
2,1,113.57,12,28,4,5,2,0,0,1
95,0,126.9,5,7,4,1,0,0,0,0
22,1,102.43,5,30,4,3,1,0,0,1
121,2,58.91,2,15,4,3,1,0,1,1
3,2,0.0,3,14,4,3,1,0,0,1
226,1,90.95,8,8,4,5,2,0,0,1
22,1,165.0,5,21,4,1,0,0,3,1
200,1,96.9,8,9,3,3,0,0,0,0
11,2,95.0,9,11,4,1,0,0,0,1
15,1,87.33,12,27,3,5,1,0,3,1
8,0,159.5,8,13,4,1,1,0,0,1
15,0,133.2,4,6,4,4,1,0,3,0
8,0,177.5,12,3,4,1,1,0,5,1
17,0,107.5,11,18,4,2,2,0,0,1
25,4,155.67,9,16,4,2,1,0,0,1
167,0,99.45,7,23,4,5,2,0,0,0
19,1,166.0,8,10,4,1,0,0,3,0
1,1,190.0,9,27,4,1,0,0,0,1
12,0,65.0,6,14,2,2,0,0,0,1
33,0,108.0,10,2,4,1,2,3,0,1
8,0,151.0,8,6,4,1,2,0,0,0
0,1,0.0,3,9,1,1,0,0,0,1
47,1,94.5,9,23,4,2,0,0,0,1
37,0,72.0,12,1,3,3,0,0,0,1
30,2,198.9,5,6,4,2,1,0,5,1
62,1,121.5,7,26,4,2,0,0,0,1
241,1,75.92,10,30,4,3,2,0,3,1
77,2,132.6,5,10,4,4,0,0,3,1
22,0,75.0,9,16,2,2,0,0,0,1
98,1,117.9,8,21,4,2,2,0,0,1
39,2,96.3,11,13,4,2,1,0,0,1
150,0,91.12,9,18,4,5,2,0,0,1
158,1,90.95,6,30,4,3,1,0,0,0
5,2,149.0,8,26,4,2,0,0,0,1
6,0,167.0,4,22,4,2,0,0,3,1
5,4,154.0,9,17,4,1,1,3,0,1
47,2,159.75,10,25,3,4,2,1,0,1
11,2,186.0,5,2,4,1,1,0,3,1
85,2,113.4,10,17,4,2,1,0,0,1
8,1,125.8,12,29,4,3,2,0,3,1
6,2,109.0,9,14,4,2,1,0,0,1
107,1,127.1,8,20,4,1,2,0,0,1
14,2,86.85,7,22,4,2,0,0,1,1
202,1,40.0,11,6,2,2,2,0,0,1
0,0,79.0,1,21,4,1,0,3,0,1
